onset	duration	trial_type	value	sample	marker_index	stim_file
0.94140625	0.0	stim_train	13310	241	1	13310.jpg
1.14453125	0.0	stim_train	12415	293	2	12415.jpg
1.34765625	0.0	stim_train	11785	345	3	11785.jpg
1.55078125	0.0	stim_train	280	397	4	00280.jpg
1.75390625	0.0	stim_train	15858	449	5	15858.jpg
1.94140625	0.0	stim_train	8130	497	6	08130.jpg
2.14453125	0.0	stim_train	2818	549	7	02818.jpg
2.34765625	0.0	stim_train	352	601	8	00352.jpg
2.55078125	0.0	stim_train	2698	653	9	02698.jpg
2.75390625	0.0	stim_train	12936	705	10	12936.jpg
2.95703125	0.0	stim_train	7	757	11	00007.jpg
3.14453125	0.0	stim_train	10729	805	12	10729.jpg
3.34765625	0.0	stim_train	1747	857	13	01747.jpg
3.55078125	0.0	stim_train	9031	909	14	09031.jpg
3.75390625	0.0	stim_train	14209	961	15	14209.jpg
3.95703125	0.0	stim_train	6730	1013	16	06730.jpg
4.14453125	0.0	stim_train	6601	1061	17	06601.jpg
4.34765625	0.0	stim_train	12222	1113	18	12222.jpg
4.55078125	0.0	stim_train	9141	1165	19	09141.jpg
4.75390625	0.0	stim_train	1685	1217	20	01685.jpg
6.2578125	0.0	behav	3	1602	21	n/a
6.58203125	0.0	stim_train	7915	1685	22	07915.jpg
6.78515625	0.0	stim_train	14211	1737	23	14211.jpg
6.98828125	0.0	stim_train	489	1789	24	00489.jpg
7.19140625	0.0	stim_train	13962	1841	25	13962.jpg
7.37890625	0.0	stim_train	2716	1889	26	02716.jpg
7.58203125	0.0	stim_train	12121	1941	27	12121.jpg
7.78515625	0.0	stim_train	15265	1993	28	15265.jpg
7.98828125	0.0	stim_train	715	2045	29	00715.jpg
8.19140625	0.0	stim_train	1819	2097	30	01819.jpg
8.39453125	0.0	stim_train	14419	2149	31	14419.jpg
8.58203125	0.0	stim_train	7466	2197	32	07466.jpg
8.78515625	0.0	stim_train	11295	2249	33	11295.jpg
8.98828125	0.0	stim_train	836	2301	34	00836.jpg
9.19140625	0.0	stim_train	8850	2353	35	08850.jpg
9.39453125	0.0	stim_train	15749	2405	36	15749.jpg
9.58203125	0.0	stim_train	16309	2453	37	16309.jpg
9.78515625	0.0	stim_train	10887	2505	38	10887.jpg
9.98828125	0.0	stim_train	13513	2557	39	13513.jpg
10.19140625	0.0	stim_train	9088	2609	40	09088.jpg
10.39453125	0.0	stim_train	2343	2661	41	02343.jpg
11.609375	0.0	behav	3	2972	42	n/a
11.97265625	0.0	stim_train	15775	3065	43	15775.jpg
12.17578125	0.0	stim_train	2577	3117	44	02577.jpg
12.37890625	0.0	stim_train	9086	3169	45	09086.jpg
12.58203125	0.0	stim_train	404	3221	46	00404.jpg
12.76953125	0.0	stim_train	2006	3269	47	02006.jpg
12.97265625	0.0	stim_train	14059	3321	48	14059.jpg
13.17578125	0.0	stim_train	6024	3373	49	06024.jpg
13.37890625	0.0	stim_train	822	3425	50	00822.jpg
13.58203125	0.0	stim_train	3698	3477	51	03698.jpg
13.76953125	0.0	stim_train	785	3525	52	00785.jpg
13.97265625	0.0	stim_train	5632	3577	53	05632.jpg
14.17578125	0.0	stim_train	7212	3629	54	07212.jpg
14.37890625	0.0	stim_train	6417	3681	55	06417.jpg
14.58203125	0.0	stim_train	1805	3733	56	01805.jpg
14.78515625	0.0	stim_train	746	3785	57	00746.jpg
14.97265625	0.0	stim_train	1818	3833	58	01818.jpg
15.17578125	0.0	stim_train	3950	3885	59	03950.jpg
15.37890625	0.0	stim_train	249	3937	60	00249.jpg
15.58203125	0.0	stim_train	12805	3989	61	12805.jpg
15.78515625	0.0	stim_train	2077	4041	62	02077.jpg
17.4453125	0.0	behav	3	4466	63	n/a
17.8125	0.0	stim_train	8870	4560	64	08870.jpg
18.015625	0.0	stim_train	9959	4612	65	09959.jpg
18.203125	0.0	stim_train	11275	4660	66	11275.jpg
18.40625	0.0	stim_train	13742	4712	67	13742.jpg
18.609375	0.0	stim_train	4962	4764	68	04962.jpg
18.8125	0.0	stim_train	11277	4816	69	11277.jpg
19.015625	0.0	stim_train	6796	4868	70	06796.jpg
19.21875	0.0	stim_train	2820	4920	71	02820.jpg
19.40625	0.0	stim_train	1289	4968	72	01289.jpg
19.609375	0.0	stim_train	993	5020	73	00993.jpg
19.8125	0.0	stim_train	9404	5072	74	09404.jpg
20.015625	0.0	stim_train	11162	5124	75	11162.jpg
20.21875	0.0	stim_train	7372	5176	76	07372.jpg
20.40625	0.0	stim_train	12482	5224	77	12482.jpg
20.609375	0.0	stim_train	2655	5276	78	02655.jpg
20.8125	0.0	stim_train	12002	5328	79	12002.jpg
21.015625	0.0	stim_train	1788	5380	80	01788.jpg
21.21875	0.0	oddball	16745	5432	81	16745.jpg
21.421875	0.0	stim_train	11805	5484	82	11805.jpg
21.609375	0.0	stim_train	14166	5532	83	14166.jpg
22.6796875	0.0	behav	0	5806	84	n/a
23.046875	0.0	stim_train	1450	5900	85	01450.jpg
23.25	0.0	stim_train	15605	5952	86	15605.jpg
23.453125	0.0	stim_train	2106	6004	87	02106.jpg
23.65625	0.0	stim_train	13084	6056	88	13084.jpg
23.84375	0.0	stim_train	5036	6104	89	05036.jpg
24.046875	0.0	stim_train	5049	6156	90	05049.jpg
24.25	0.0	stim_train	14800	6208	91	14800.jpg
24.453125	0.0	stim_train	13695	6260	92	13695.jpg
24.65625	0.0	stim_train	13844	6312	93	13844.jpg
24.84375	0.0	stim_train	5896	6360	94	05896.jpg
25.046875	0.0	stim_train	16048	6412	95	16048.jpg
25.25	0.0	stim_train	507	6464	96	00507.jpg
25.453125	0.0	stim_train	2724	6516	97	02724.jpg
25.65625	0.0	stim_train	16083	6568	98	16083.jpg
25.84375	0.0	stim_train	6546	6616	99	06546.jpg
26.046875	0.0	stim_train	4371	6668	100	04371.jpg
26.25	0.0	stim_train	2469	6720	377	02469.jpg
26.453125	0.0	stim_train	12831	6772	378	12831.jpg
26.65625	0.0	stim_train	6938	6824	379	06938.jpg
26.859375	0.0	stim_train	6297	6876	380	06297.jpg
28.10546875	0.0	behav	3	7195	381	n/a
28.46875	0.0	stim_train	10539	7288	382	10539.jpg
28.671875	0.0	stim_train	9383	7340	383	09383.jpg
28.875	0.0	stim_train	9601	7392	384	09601.jpg
29.08203125	0.0	stim_train	1059	7445	385	01059.jpg
29.265625	0.0	stim_train	4882	7492	386	04882.jpg
29.46875	0.0	stim_train	2710	7544	387	02710.jpg
29.671875	0.0	stim_train	5205	7596	388	05205.jpg
29.875	0.0	stim_train	1827	7648	389	01827.jpg
30.08203125	0.0	stim_train	3794	7701	390	03794.jpg
30.265625	0.0	stim_train	8077	7748	391	08077.jpg
30.46875	0.0	stim_train	15983	7800	392	15983.jpg
30.671875	0.0	stim_train	4281	7852	393	04281.jpg
30.875	0.0	stim_train	6088	7904	394	06088.jpg
31.08203125	0.0	stim_train	15582	7957	395	15582.jpg
31.28515625	0.0	stim_train	6215	8009	396	06215.jpg
31.46875	0.0	stim_train	2337	8056	397	02337.jpg
31.671875	0.0	stim_train	15835	8108	398	15835.jpg
31.875	0.0	stim_train	7926	8160	399	07926.jpg
32.08203125	0.0	stim_train	5072	8213	400	05072.jpg
32.28515625	0.0	stim_train	10623	8265	401	10623.jpg
33.578125	0.0	behav	3	8596	402	n/a
33.91015625	0.0	stim_train	5307	8681	403	05307.jpg
34.11328125	0.0	stim_train	11128	8733	404	11128.jpg
34.31640625	0.0	stim_train	13557	8785	405	13557.jpg
34.51953125	0.0	stim_train	2442	8837	406	02442.jpg
34.70703125	0.0	stim_train	8671	8885	407	08671.jpg
34.91015625	0.0	stim_train	8175	8937	408	08175.jpg
35.11328125	0.0	stim_train	970	8989	409	00970.jpg
35.31640625	0.0	stim_train	15217	9041	410	15217.jpg
35.51953125	0.0	stim_train	10842	9093	411	10842.jpg
35.72265625	0.0	stim_train	7019	9145	412	07019.jpg
35.91015625	0.0	stim_train	12139	9193	413	12139.jpg
36.11328125	0.0	stim_train	15918	9245	414	15918.jpg
36.31640625	0.0	stim_train	16234	9297	415	16234.jpg
36.51953125	0.0	stim_train	10622	9349	416	10622.jpg
36.72265625	0.0	stim_train	10540	9401	417	10540.jpg
36.91015625	0.0	stim_train	11839	9449	418	11839.jpg
37.11328125	0.0	stim_train	2351	9501	419	02351.jpg
37.31640625	0.0	stim_train	2455	9553	420	02455.jpg
37.51953125	0.0	stim_train	10733	9605	421	10733.jpg
37.72265625	0.0	stim_train	4941	9657	422	04941.jpg
39.9609375	0.0	behav	3	10230	423	n/a
40.31640625	0.0	stim_train	16086	10321	424	16086.jpg
40.51953125	0.0	stim_train	14068	10373	425	14068.jpg
40.72265625	0.0	stim_train	15331	10425	426	15331.jpg
40.92578125	0.0	stim_train	15041	10477	427	15041.jpg
41.12890625	0.0	stim_train	12320	10529	428	12320.jpg
41.31640625	0.0	stim_train	3696	10577	429	03696.jpg
41.51953125	0.0	stim_train	1351	10629	430	01351.jpg
41.72265625	0.0	stim_train	2673	10681	431	02673.jpg
41.92578125	0.0	stim_train	14714	10733	432	14714.jpg
42.12890625	0.0	stim_train	4897	10785	433	04897.jpg
42.31640625	0.0	stim_train	4747	10833	434	04747.jpg
42.51953125	0.0	stim_train	6709	10885	435	06709.jpg
42.72265625	0.0	stim_train	8718	10937	436	08718.jpg
42.92578125	0.0	stim_train	8701	10989	437	08701.jpg
43.12890625	0.0	stim_train	10179	11041	438	10179.jpg
43.31640625	0.0	stim_train	11831	11089	439	11831.jpg
43.51953125	0.0	stim_train	1533	11141	440	01533.jpg
43.72265625	0.0	stim_train	11663	11193	441	11663.jpg
43.92578125	0.0	stim_train	2780	11245	442	02780.jpg
44.12890625	0.0	stim_train	1297	11297	443	01297.jpg
45.49609375	0.0	behav	3	11647	444	n/a
45.86328125	0.0	stim_train	6009	11741	445	06009.jpg
46.06640625	0.0	stim_train	2941	11793	446	02941.jpg
46.25390625	0.0	stim_train	9057	11841	447	09057.jpg
46.45703125	0.0	stim_train	5290	11893	448	05290.jpg
46.66015625	0.0	stim_train	16013	11945	449	16013.jpg
46.86328125	0.0	stim_train	14861	11997	450	14861.jpg
47.06640625	0.0	stim_train	11636	12049	451	11636.jpg
47.25390625	0.0	stim_train	9528	12097	452	09528.jpg
47.45703125	0.0	stim_train	5304	12149	453	05304.jpg
47.66015625	0.0	stim_train	10771	12201	454	10771.jpg
47.86328125	0.0	stim_train	3515	12253	455	03515.jpg
48.06640625	0.0	stim_train	13324	12305	456	13324.jpg
48.25390625	0.0	stim_train	12580	12353	457	12580.jpg
48.45703125	0.0	stim_train	11470	12405	458	11470.jpg
48.66015625	0.0	stim_train	6582	12457	459	06582.jpg
48.86328125	0.0	stim_train	14841	12509	460	14841.jpg
49.06640625	0.0	stim_train	12931	12561	461	12931.jpg
49.26953125	0.0	stim_train	11219	12613	462	11219.jpg
49.45703125	0.0	stim_train	1138	12661	463	01138.jpg
49.66015625	0.0	stim_train	9882	12713	464	09882.jpg
50.88671875	0.0	behav	3	13027	465	n/a
51.20703125	0.0	stim_train	1391	13109	466	01391.jpg
51.41015625	0.0	stim_train	12709	13161	467	12709.jpg
