onset	duration	trial_type	value	sample	marker_index	stim_file
0.9375	0.0	stim_train	8004	240	1	08004.jpg
1.140625	0.0	stim_train	1728	292	2	01728.jpg
1.34375	0.0	stim_train	13624	344	3	13624.jpg
1.546875	0.0	stim_train	9905	396	4	09905.jpg
1.734375	0.0	stim_train	9002	444	5	09002.jpg
1.9375	0.0	stim_train	11571	496	6	11571.jpg
2.140625	0.0	stim_train	12001	548	7	12001.jpg
2.34375	0.0	stim_train	166	600	8	00166.jpg
2.546875	0.0	stim_train	465	652	9	00465.jpg
2.734375	0.0	oddball	16748	700	10	16748.jpg
2.9375	0.0	stim_train	544	752	11	00544.jpg
3.140625	0.0	stim_train	9479	804	12	09479.jpg
3.34375	0.0	stim_train	12000	856	13	12000.jpg
3.546875	0.0	stim_train	14005	908	14	14005.jpg
3.75	0.0	stim_train	4274	960	15	04274.jpg
3.9375	0.0	stim_train	7015	1008	16	07015.jpg
4.140625	0.0	stim_train	6377	1060	17	06377.jpg
4.34375	0.0	stim_train	709	1112	18	00709.jpg
4.546875	0.0	stim_train	11111	1164	19	11111.jpg
4.75	0.0	stim_train	15590	1216	20	15590.jpg
6.265625	0.0	behav	0	1604	21	n/a
6.625	0.0	stim_train	6816	1696	22	06816.jpg
6.828125	0.0	stim_train	9269	1748	23	09269.jpg
7.03125	0.0	stim_train	7995	1800	24	07995.jpg
7.234375	0.0	stim_train	4280	1852	25	04280.jpg
7.4375	0.0	stim_train	9450	1904	26	09450.jpg
7.625	0.0	stim_train	11717	1952	27	11717.jpg
7.828125	0.0	stim_train	1343	2004	28	01343.jpg
8.03125	0.0	stim_train	10273	2056	29	10273.jpg
8.234375	0.0	stim_train	15589	2108	30	15589.jpg
8.4375	0.0	stim_train	14014	2160	31	14014.jpg
8.625	0.0	stim_train	2662	2208	32	02662.jpg
8.828125	0.0	stim_train	9794	2260	33	09794.jpg
9.03125	0.0	stim_train	10835	2312	34	10835.jpg
9.234375	0.0	stim_train	2558	2364	35	02558.jpg
9.4375	0.0	stim_train	3688	2416	36	03688.jpg
9.625	0.0	stim_train	8988	2464	37	08988.jpg
9.83203125	0.0	stim_train	16130	2517	38	16130.jpg
10.03125	0.0	stim_train	268	2568	39	00268.jpg
10.234375	0.0	stim_train	9487	2620	40	09487.jpg
10.4375	0.0	stim_train	951	2672	41	00951.jpg
11.68359375	0.0	behav	3	2991	42	n/a
12.03515625	0.0	stim_train	8496	3081	43	08496.jpg
12.23828125	0.0	stim_train	11884	3133	44	11884.jpg
12.4375	0.0	stim_train	9470	3184	45	09470.jpg
12.640625	0.0	stim_train	9481	3236	46	09481.jpg
12.83203125	0.0	stim_train	12733	3285	47	12733.jpg
13.03515625	0.0	stim_train	6798	3337	48	06798.jpg
13.23828125	0.0	stim_train	6360	3389	49	06360.jpg
13.44140625	0.0	stim_train	1324	3441	50	01324.jpg
13.64453125	0.0	stim_train	5318	3493	51	05318.jpg
13.84375	0.0	stim_train	10349	3544	52	10349.jpg
14.03515625	0.0	stim_train	12910	3593	53	12910.jpg
14.23828125	0.0	stim_train	6388	3645	54	06388.jpg
14.44140625	0.0	stim_train	10991	3697	55	10991.jpg
14.64453125	0.0	stim_train	3803	3749	56	03803.jpg
14.84765625	0.0	stim_train	12498	3801	57	12498.jpg
15.03515625	0.0	stim_train	9163	3849	58	09163.jpg
15.23828125	0.0	stim_train	1008	3901	59	01008.jpg
15.44140625	0.0	stim_train	449	3953	60	00449.jpg
15.64453125	0.0	stim_train	1254	4005	61	01254.jpg
15.84765625	0.0	stim_train	9818	4057	62	09818.jpg
17.5078125	0.0	behav	3	4482	63	n/a
17.859375	0.0	stim_train	10127	4572	64	10127.jpg
18.0625	0.0	stim_train	522	4624	65	00522.jpg
18.25	0.0	stim_train	1122	4672	66	01122.jpg
18.453125	0.0	stim_train	10129	4724	67	10129.jpg
18.65625	0.0	stim_train	13454	4776	68	13454.jpg
18.859375	0.0	stim_train	8194	4828	69	08194.jpg
19.0625	0.0	stim_train	15386	4880	70	15386.jpg
19.265625	0.0	stim_train	8482	4932	71	08482.jpg
19.453125	0.0	stim_train	9371	4980	72	09371.jpg
19.65625	0.0	stim_train	8716	5032	73	08716.jpg
19.859375	0.0	stim_train	1230	5084	74	01230.jpg
20.0625	0.0	stim_train	3601	5136	75	03601.jpg
20.265625	0.0	stim_train	5847	5188	76	05847.jpg
20.453125	0.0	stim_train	13556	5236	77	13556.jpg
20.65625	0.0	stim_train	8403	5288	78	08403.jpg
20.859375	0.0	stim_train	7660	5340	79	07660.jpg
21.0625	0.0	stim_train	9315	5392	80	09315.jpg
21.265625	0.0	stim_train	15539	5444	81	15539.jpg
21.46875	0.0	stim_train	2832	5496	82	02832.jpg
21.65625	0.0	stim_train	11334	5544	83	11334.jpg
22.86328125	0.0	behav	3	5853	84	n/a
23.234375	0.0	stim_train	13376	5948	85	13376.jpg
23.421875	0.0	stim_train	4399	5996	86	04399.jpg
23.625	0.0	stim_train	9984	6048	87	09984.jpg
23.828125	0.0	stim_train	6175	6100	88	06175.jpg
24.03125	0.0	stim_train	13098	6152	89	13098.jpg
24.234375	0.0	stim_train	7394	6204	90	07394.jpg
24.4375	0.0	stim_train	1553	6256	91	01553.jpg
24.625	0.0	stim_train	1122	6304	92	01122.jpg
24.828125	0.0	stim_train	4381	6356	93	04381.jpg
25.03125	0.0	stim_train	6269	6408	94	06269.jpg
25.234375	0.0	stim_train	14401	6460	95	14401.jpg
25.4375	0.0	stim_train	9780	6512	96	09780.jpg
25.625	0.0	stim_train	6001	6560	97	06001.jpg
25.828125	0.0	stim_train	16138	6612	98	16138.jpg
26.03125	0.0	stim_train	11967	6664	99	11967.jpg
26.234375	0.0	stim_train	15433	6716	100	15433.jpg
26.4375	0.0	stim_train	9212	6768	377	09212.jpg
26.625	0.0	stim_train	4552	6816	378	04552.jpg
26.828125	0.0	stim_train	6122	6868	379	06122.jpg
27.03125	0.0	stim_train	7999	6920	380	07999.jpg
28.2421875	0.0	behav	3	7230	381	n/a
28.5625	0.0	stim_train	8543	7312	382	08543.jpg
28.765625	0.0	stim_train	3634	7364	383	03634.jpg
28.96875	0.0	stim_train	1097	7416	384	01097.jpg
29.171875	0.0	stim_train	13278	7468	385	13278.jpg
29.375	0.0	stim_train	12446	7520	386	12446.jpg
29.5625	0.0	stim_train	10043	7568	387	10043.jpg
29.765625	0.0	stim_train	15177	7620	388	15177.jpg
29.96875	0.0	stim_train	10318	7672	389	10318.jpg
