onset	duration	trial_type	value	sample	marker_index	stim_file
0.42578125	0.0	stim_test	16648	109	1	16648.jpg
0.625	0.0	stim_test	16695	160	2	16695.jpg
0.828125	0.0	stim_test	16659	212	3	16659.jpg
1.02734375	0.0	stim_test	16601	263	4	16601.jpg
1.2265625	0.0	stim_test	16738	314	5	16738.jpg
1.42578125	0.0	stim_test	16656	365	6	16656.jpg
1.62890625	0.0	stim_test	16725	417	7	16725.jpg
1.828125	0.0	stim_test	16540	468	8	16540.jpg
2.02734375	0.0	stim_test	16544	519	9	16544.jpg
2.2265625	0.0	stim_test	16582	570	10	16582.jpg
2.4296875	0.0	stim_test	16554	622	11	16554.jpg
2.62890625	0.0	stim_test	16553	673	12	16553.jpg
2.828125	0.0	stim_test	16739	724	13	16739.jpg
3.03125	0.0	stim_test	16686	776	14	16686.jpg
3.23046875	0.0	stim_test	16612	827	15	16612.jpg
3.4296875	0.0	stim_test	16716	878	16	16716.jpg
3.62890625	0.0	stim_test	16627	929	17	16627.jpg
3.83203125	0.0	stim_test	16675	981	18	16675.jpg
4.03125	0.0	stim_test	16625	1032	19	16625.jpg
4.23046875	0.0	stim_test	16597	1083	20	16597.jpg
5.53515625	0.0	behav	3	1417	21	n/a
5.8828125	0.0	stim_test	16708	1506	22	16708.jpg
6.08203125	0.0	stim_test	16730	1557	23	16730.jpg
6.28515625	0.0	stim_test	16594	1609	24	16594.jpg
6.484375	0.0	stim_test	16620	1660	25	16620.jpg
6.68359375	0.0	stim_test	16631	1711	26	16631.jpg
6.8828125	0.0	stim_test	16709	1762	27	16709.jpg
7.0859375	0.0	stim_test	16632	1814	28	16632.jpg
7.28515625	0.0	stim_test	16617	1865	29	16617.jpg
7.484375	0.0	stim_test	16569	1916	30	16569.jpg
7.68359375	0.0	stim_test	16543	1967	31	16543.jpg
7.88671875	0.0	stim_test	16689	2019	32	16689.jpg
8.0859375	0.0	stim_test	16607	2070	33	16607.jpg
8.28515625	0.0	stim_test	16727	2121	34	16727.jpg
8.484375	0.0	stim_test	16698	2172	35	16698.jpg
8.6875	0.0	stim_test	16547	2224	36	16547.jpg
8.88671875	0.0	stim_test	16654	2275	37	16654.jpg
9.0859375	0.0	stim_test	16714	2326	38	16714.jpg
9.28515625	0.0	stim_test	16614	2377	39	16614.jpg
9.48828125	0.0	stim_test	16723	2429	40	16723.jpg
9.6875	0.0	stim_test	16571	2480	41	16571.jpg
11.00390625	0.0	behav	3	2817	42	n/a
11.35546875	0.0	stim_test	16562	2907	43	16562.jpg
11.5546875	0.0	stim_test	16666	2958	44	16666.jpg
11.75390625	0.0	stim_test	16633	3009	45	16633.jpg
11.95703125	0.0	stim_test	16721	3061	46	16721.jpg
12.15625	0.0	stim_test	16680	3112	47	16680.jpg
12.35546875	0.0	stim_test	16734	3163	48	16734.jpg
12.55859375	0.0	stim_test	16674	3215	49	16674.jpg
12.7578125	0.0	stim_test	16733	3266	50	16733.jpg
12.95703125	0.0	stim_test	16736	3317	51	16736.jpg
13.15625	0.0	stim_test	16720	3368	52	16720.jpg
13.35546875	0.0	stim_test	16651	3419	53	16651.jpg
13.55859375	0.0	stim_test	16559	3471	54	16559.jpg
13.7578125	0.0	stim_test	16576	3522	55	16576.jpg
13.95703125	0.0	stim_test	16676	3573	56	16676.jpg
14.16015625	0.0	stim_test	16551	3625	57	16551.jpg
14.359375	0.0	stim_test	16589	3676	58	16589.jpg
14.55859375	0.0	stim_test	16552	3727	59	16552.jpg
14.7578125	0.0	stim_test	16670	3778	60	16670.jpg
14.9609375	0.0	stim_test	16637	3830	61	16637.jpg
15.16015625	0.0	stim_test	16662	3881	62	16662.jpg
16.3359375	0.0	behav	3	4182	63	n/a
16.6953125	0.0	stim_test	16555	4274	64	16555.jpg
16.89453125	0.0	stim_test	16643	4325	65	16643.jpg
17.09375	0.0	stim_test	16586	4376	66	16586.jpg
17.29296875	0.0	stim_test	16724	4427	67	16724.jpg
17.49609375	0.0	stim_test	16669	4479	68	16669.jpg
17.69140625	0.0	stim_test	16580	4529	69	16580.jpg
17.890625	0.0	stim_test	16590	4580	70	16590.jpg
18.09375	0.0	stim_test	16615	4632	71	16615.jpg
18.29296875	0.0	stim_test	16545	4683	72	16545.jpg
18.4921875	0.0	stim_test	16691	4734	73	16691.jpg
18.6953125	0.0	stim_test	16719	4786	74	16719.jpg
18.89453125	0.0	stim_test	16667	4837	75	16667.jpg
19.09375	0.0	stim_test	16655	4888	76	16655.jpg
19.29296875	0.0	stim_test	16573	4939	77	16573.jpg
19.4921875	0.0	stim_test	16595	4990	78	16595.jpg
19.6953125	0.0	stim_test	16690	5042	79	16690.jpg
19.89453125	0.0	stim_test	16570	5093	80	16570.jpg
20.09375	0.0	stim_test	16701	5144	81	16701.jpg
20.29296875	0.0	stim_test	16678	5195	82	16678.jpg
20.49609375	0.0	stim_test	16577	5247	83	16577.jpg
22.1171875	0.0	behav	3	5662	84	n/a
22.46484375	0.0	stim_test	16591	5751	85	16591.jpg
22.6640625	0.0	stim_test	16593	5802	86	16593.jpg
22.86328125	0.0	stim_test	16616	5853	87	16616.jpg
23.06640625	0.0	stim_test	16661	5905	88	16661.jpg
23.265625	0.0	stim_test	16561	5956	89	16561.jpg
23.46484375	0.0	stim_test	16622	6007	90	16622.jpg
23.6640625	0.0	stim_test	16663	6058	91	16663.jpg
23.86328125	0.0	stim_test	16645	6109	92	16645.jpg
24.06640625	0.0	stim_test	16681	6161	93	16681.jpg
24.265625	0.0	stim_test	16705	6212	94	16705.jpg
24.46484375	0.0	stim_test	16683	6263	95	16683.jpg
24.6640625	0.0	stim_test	16693	6314	96	16693.jpg
24.8671875	0.0	stim_test	16658	6366	97	16658.jpg
25.06640625	0.0	stim_test	16638	6417	98	16638.jpg
25.265625	0.0	stim_test	16642	6468	99	16642.jpg
25.46875	0.0	stim_test	16652	6520	100	16652.jpg
25.66796875	0.0	stim_test	16696	6571	272	16696.jpg
25.8671875	0.0	stim_test	16710	6622	273	16710.jpg
26.06640625	0.0	stim_test	16679	6673	274	16679.jpg
26.26953125	0.0	stim_test	16613	6725	275	16613.jpg
27.62890625	0.0	behav	3	7073	276	n/a
27.98828125	0.0	stim_test	16592	7165	277	16592.jpg
28.1875	0.0	stim_test	16641	7216	278	16641.jpg
28.38671875	0.0	stim_test	16566	7267	279	16566.jpg
28.5859375	0.0	stim_test	16604	7318	280	16604.jpg
28.7890625	0.0	stim_test	16610	7370	281	16610.jpg
28.98828125	0.0	stim_test	16692	7421	282	16692.jpg
29.1875	0.0	stim_test	16718	7472	283	16718.jpg
29.38671875	0.0	stim_test	16549	7523	284	16549.jpg
29.58984375	0.0	stim_test	16567	7575	285	16567.jpg
29.7890625	0.0	stim_test	16546	7626	286	16546.jpg
29.98828125	0.0	stim_test	16672	7677	287	16672.jpg
30.1875	0.0	stim_test	16623	7728	288	16623.jpg
30.390625	0.0	stim_test	16668	7780	289	16668.jpg
30.58984375	0.0	stim_test	16606	7831	290	16606.jpg
30.7890625	0.0	stim_test	16699	7882	291	16699.jpg
30.98828125	0.0	stim_test	16596	7933	292	16596.jpg
31.19140625	0.0	stim_test	16707	7985	293	16707.jpg
31.390625	0.0	stim_test	16629	8036	294	16629.jpg
31.58984375	0.0	stim_test	16568	8087	295	16568.jpg
