onset	duration	trial_type	value	sample	stim_file
0.95703125	0.0	stim_train,8571,-1,1	1	245	08571.jpg
1.16015625	0.0	stim_train,3871,-1,2	2	297	03871.jpg
1.36328125	0.0	stim_train,13445,-1,3	3	349	13445.jpg
1.56640625	0.0	stim_train,3220,-1,4	4	401	03220.jpg
1.76953125	0.0	stim_train,9984,-1,5	5	453	09984.jpg
1.95703125	0.0	stim_train,2274,-1,6	6	501	02274.jpg
2.16015625	0.0	stim_train,12123,-1,7	7	553	12123.jpg
2.36328125	0.0	stim_train,887,-1,8	8	605	00887.jpg
2.56640625	0.0	stim_train,3697,-1,9	9	657	03697.jpg
2.76953125	0.0	stim_train,6281,-1,10	10	709	06281.jpg
2.95703125	0.0	stim_train,4834,-1,11	11	757	04834.jpg
3.16015625	0.0	stim_train,12369,-1,12	12	809	12369.jpg
3.36328125	0.0	stim_train,11366,-1,13	13	861	11366.jpg
3.56640625	0.0	stim_train,16171,-1,14	14	913	16171.jpg
3.76953125	0.0	stim_train,2676,-1,15	15	965	02676.jpg
3.95703125	0.0	stim_train,14608,-1,16	16	1013	14608.jpg
4.16015625	0.0	stim_train,12339,-1,17	17	1065	12339.jpg
4.36328125	0.0	stim_train,9756,-1,18	18	1117	09756.jpg
4.56640625	0.0	stim_train,8420,-1,19	19	1169	08420.jpg
4.76953125	0.0	stim_train,3383,-1,20	20	1221	03383.jpg
5.80078125	0.0	behav,3,-1,21	21	1485	n/a
6.14453125	0.0	stim_train,984,-1,22	22	1573	00984.jpg
6.34765625	0.0	stim_train,3276,-1,23	23	1625	03276.jpg
6.55078125	0.0	stim_train,9888,-1,24	24	1677	09888.jpg
6.75390625	0.0	stim_train,13957,-1,25	25	1729	13957.jpg
6.95703125	0.0	stim_train,1331,-1,26	26	1781	01331.jpg
7.14453125	0.0	stim_train,15318,-1,27	27	1829	15318.jpg
7.34765625	0.0	stim_train,11151,-1,28	28	1881	11151.jpg
7.55078125	0.0	oddball,16744,-1,29	29	1933	16744.jpg
7.75390625	0.0	stim_train,9648,-1,30	30	1985	09648.jpg
7.95703125	0.0	stim_train,15531,-1,31	31	2037	15531.jpg
8.16015625	0.0	stim_train,5524,-1,32	32	2089	05524.jpg
8.34765625	0.0	stim_train,8456,-1,33	33	2137	08456.jpg
8.55078125	0.0	stim_train,12445,-1,34	34	2189	12445.jpg
8.75390625	0.0	stim_train,6194,-1,35	35	2241	06194.jpg
8.95703125	0.0	stim_train,10900,-1,36	36	2293	10900.jpg
9.16015625	0.0	stim_train,2267,-1,37	37	2345	02267.jpg
9.34765625	0.0	stim_train,11413,-1,38	38	2393	11413.jpg
9.55078125	0.0	stim_train,13282,-1,39	39	2445	13282.jpg
9.75390625	0.0	stim_train,5518,-1,40	40	2497	05518.jpg
9.95703125	0.0	stim_train,8932,-1,41	41	2549	08932.jpg
10.984375	0.0	behav,0,-1,42	42	2812	n/a
11.31640625	0.0	stim_train,1079,-1,43	43	2897	01079.jpg
11.51953125	0.0	stim_train,7027,-1,44	44	2949	07027.jpg
11.72265625	0.0	stim_train,12764,-1,45	45	3001	12764.jpg
11.92578125	0.0	stim_train,2583,-1,46	46	3053	02583.jpg
12.12890625	0.0	stim_train,6243,-1,47	47	3105	06243.jpg
12.31640625	0.0	stim_train,16130,-1,48	48	3153	16130.jpg
12.51953125	0.0	stim_train,16465,-1,49	49	3205	16465.jpg
12.72265625	0.0	stim_train,5609,-1,50	50	3257	05609.jpg
12.92578125	0.0	stim_train,10364,-1,51	51	3309	10364.jpg
13.12890625	0.0	stim_train,5921,-1,52	52	3361	05921.jpg
13.33203125	0.0	stim_train,7625,-1,53	53	3413	07625.jpg
13.51953125	0.0	stim_train,16063,-1,54	54	3461	16063.jpg
13.72265625	0.0	stim_train,14926,-1,55	55	3513	14926.jpg
13.92578125	0.0	stim_train,15392,-1,56	56	3565	15392.jpg
14.12890625	0.0	stim_train,7986,-1,57	57	3617	07986.jpg
14.33203125	0.0	stim_train,7330,-1,58	58	3669	07330.jpg
14.51953125	0.0	stim_train,11602,-1,59	59	3717	11602.jpg
14.72265625	0.0	stim_train,7189,-1,60	60	3769	07189.jpg
14.92578125	0.0	stim_train,274,-1,61	61	3821	00274.jpg
15.12890625	0.0	stim_train,4854,-1,62	62	3873	04854.jpg
16.16796875	0.0	behav,3,-1,63	63	4139	n/a
16.64453125	0.0	stim_train,11890,-1,64	64	4261	11890.jpg
16.84765625	0.0	stim_train,3722,-1,65	65	4313	03722.jpg
