onset	duration	trial_type	value	sample	marker_index	stim_file
0.42578125	0.0	stim_train	6303	109	1	06303.jpg
0.62890625	0.0	stim_train	2119	161	2	02119.jpg
0.828125	0.0	stim_train	14606	212	3	14606.jpg
1.02734375	0.0	stim_train	2029	263	4	02029.jpg
1.2265625	0.0	stim_train	12312	314	5	12312.jpg
1.42578125	0.0	stim_train	5759	365	6	05759.jpg
1.62890625	0.0	stim_train	13591	417	7	13591.jpg
1.828125	0.0	stim_train	546	468	8	00546.jpg
2.02734375	0.0	stim_train	10044	519	9	10044.jpg
2.23046875	0.0	oddball	16745	571	10	16745.jpg
2.4296875	0.0	stim_train	13653	622	11	13653.jpg
2.62890625	0.0	stim_train	124	673	12	00124.jpg
2.828125	0.0	stim_train	6564	724	13	06564.jpg
3.03125	0.0	stim_train	3582	776	14	03582.jpg
3.23046875	0.0	stim_train	3201	827	15	03201.jpg
3.4296875	0.0	stim_train	2874	878	16	02874.jpg
3.62890625	0.0	stim_train	8268	929	17	08268.jpg
3.83203125	0.0	stim_train	10347	981	18	10347.jpg
4.03125	0.0	stim_train	125	1032	19	00125.jpg
4.23046875	0.0	stim_train	15471	1083	20	15471.jpg
5.4453125	0.0	behav	2	1394	21	n/a
5.80078125	0.0	stim_train	14598	1485	22	14598.jpg
6.0	0.0	stim_train	8181	1536	23	08181.jpg
6.19921875	0.0	stim_train	10185	1587	24	10185.jpg
6.3984375	0.0	stim_train	15560	1638	25	15560.jpg
6.6015625	0.0	stim_train	4388	1690	26	04388.jpg
6.80078125	0.0	stim_train	13186	1741	27	13186.jpg
7.0	0.0	stim_train	803	1792	28	00803.jpg
7.203125	0.0	stim_train	557	1844	29	00557.jpg
7.40234375	0.0	stim_train	9554	1895	30	09554.jpg
7.6015625	0.0	stim_train	11894	1946	31	11894.jpg
7.80078125	0.0	stim_train	2715	1997	32	02715.jpg
8.00390625	0.0	stim_train	14178	2049	33	14178.jpg
8.203125	0.0	stim_train	2590	2100	34	02590.jpg
8.40234375	0.0	stim_train	4819	2151	35	04819.jpg
8.6015625	0.0	stim_train	8413	2202	36	08413.jpg
8.8046875	0.0	stim_train	3010	2254	37	03010.jpg
9.00390625	0.0	stim_train	13232	2305	38	13232.jpg
9.203125	0.0	stim_train	12088	2356	39	12088.jpg
9.40234375	0.0	stim_train	10730	2407	40	10730.jpg
9.60546875	0.0	stim_train	1397	2459	41	01397.jpg
10.84375	0.0	behav	3	2776	42	n/a
11.1875	0.0	stim_train	8249	2864	43	08249.jpg
11.390625	0.0	stim_train	4485	2916	44	04485.jpg
11.58984375	0.0	stim_train	7309	2967	45	07309.jpg
11.7890625	0.0	stim_train	9189	3018	46	09189.jpg
11.98828125	0.0	stim_train	12814	3069	47	12814.jpg
12.19140625	0.0	stim_train	2635	3121	48	02635.jpg
12.390625	0.0	stim_train	11216	3172	49	11216.jpg
