onset	duration	trial_type	value	sample	marker_index	stim_file
0.94921875	0.0	stim_test	16590	243	1	16590.jpg
1.15234375	0.0	stim_test	16653	295	2	16653.jpg
1.35546875	0.0	stim_test	16693	347	3	16693.jpg
1.5390625	0.0	stim_test	16575	394	4	16575.jpg
1.7421875	0.0	stim_test	16700	446	5	16700.jpg
1.94921875	0.0	stim_test	16602	499	6	16602.jpg
2.15234375	0.0	stim_test	16556	551	7	16556.jpg
2.35546875	0.0	stim_test	16669	603	8	16669.jpg
2.54296875	0.0	stim_test	16651	651	9	16651.jpg
2.74609375	0.0	stim_test	16576	703	10	16576.jpg
2.94921875	0.0	stim_test	16621	755	11	16621.jpg
3.15234375	0.0	stim_test	16597	807	12	16597.jpg
3.35546875	0.0	stim_test	16568	859	13	16568.jpg
3.5390625	0.0	stim_test	16546	906	14	16546.jpg
3.7421875	0.0	stim_test	16545	958	15	16545.jpg
3.94921875	0.0	stim_test	16686	1011	16	16686.jpg
4.15234375	0.0	stim_test	16564	1063	17	16564.jpg
4.35546875	0.0	stim_test	16716	1115	18	16716.jpg
4.55859375	0.0	stim_test	16647	1167	19	16647.jpg
4.7421875	0.0	stim_test	16701	1214	20	16701.jpg
5.90234375	0.0	behav	3	1511	21	n/a
6.27734375	0.0	stim_test	16611	1607	22	16611.jpg
6.46484375	0.0	stim_test	16548	1655	23	16548.jpg
6.66796875	0.0	stim_test	16660	1707	24	16660.jpg
6.87109375	0.0	stim_test	16623	1759	25	16623.jpg
7.07421875	0.0	stim_test	16738	1811	26	16738.jpg
7.27734375	0.0	stim_test	16673	1863	27	16673.jpg
7.46484375	0.0	stim_test	16631	1911	28	16631.jpg
7.66796875	0.0	stim_test	16661	1963	29	16661.jpg
7.8671875	0.0	stim_test	16725	2014	30	16725.jpg
8.07421875	0.0	stim_test	16637	2067	31	16637.jpg
8.27734375	0.0	stim_test	16659	2119	32	16659.jpg
8.46484375	0.0	stim_test	16717	2167	33	16717.jpg
8.66796875	0.0	stim_test	16670	2219	34	16670.jpg
8.87109375	0.0	stim_test	16665	2271	35	16665.jpg
9.07421875	0.0	stim_test	16552	2323	36	16552.jpg
9.27734375	0.0	stim_test	16668	2375	37	16668.jpg
9.48046875	0.0	stim_test	16572	2427	38	16572.jpg
9.66796875	0.0	stim_test	16639	2475	39	16639.jpg
9.87109375	0.0	stim_test	16549	2527	40	16549.jpg
10.07421875	0.0	stim_test	16705	2579	41	16705.jpg
11.26953125	0.0	behav	3	2885	42	n/a
11.63671875	0.0	stim_test	16582	2979	43	16582.jpg
11.83984375	0.0	stim_test	16642	3031	44	16642.jpg
12.04296875	0.0	stim_test	16544	3083	45	16544.jpg
12.24609375	0.0	stim_test	16634	3135	46	16634.jpg
12.44921875	0.0	stim_test	16708	3187	47	16708.jpg
12.63671875	0.0	stim_test	16702	3235	48	16702.jpg
12.83984375	0.0	stim_test	16620	3287	49	16620.jpg
13.04296875	0.0	stim_test	16666	3339	50	16666.jpg
13.24609375	0.0	stim_test	16674	3391	51	16674.jpg
13.44921875	0.0	stim_test	16638	3443	52	16638.jpg
13.63671875	0.0	stim_test	16553	3491	53	16553.jpg
13.83984375	0.0	stim_test	16715	3543	54	16715.jpg
14.04296875	0.0	stim_test	16724	3595	55	16724.jpg
14.24609375	0.0	stim_test	16654	3647	56	16654.jpg
14.44921875	0.0	stim_test	16728	3699	57	16728.jpg
14.65234375	0.0	stim_test	16585	3751	58	16585.jpg
14.83984375	0.0	stim_test	16607	3799	59	16607.jpg
15.04296875	0.0	stim_test	16733	3851	60	16733.jpg
15.24609375	0.0	stim_test	16711	3903	61	16711.jpg
15.44921875	0.0	stim_test	16680	3955	62	16680.jpg
16.56640625	0.0	behav	3	4241	63	n/a
16.90234375	0.0	stim_test	16710	4327	64	16710.jpg
17.08984375	0.0	stim_test	16732	4375	65	16732.jpg
17.29296875	0.0	stim_test	16692	4427	66	16692.jpg
17.49609375	0.0	stim_test	16604	4479	67	16604.jpg
17.69921875	0.0	stim_test	16543	4531	68	16543.jpg
17.8984375	0.0	stim_test	16722	4582	69	16722.jpg
18.0859375	0.0	stim_test	16569	4630	70	16569.jpg
18.2890625	0.0	stim_test	16671	4682	71	16671.jpg
18.4921875	0.0	stim_test	16718	4734	72	16718.jpg
18.6953125	0.0	stim_test	16706	4786	73	16706.jpg
18.8984375	0.0	stim_test	16614	4838	74	16614.jpg
19.1015625	0.0	stim_test	16622	4890	75	16622.jpg
19.2890625	0.0	stim_test	16657	4938	76	16657.jpg
19.4921875	0.0	stim_test	16600	4990	77	16600.jpg
19.69921875	0.0	stim_test	16655	5043	78	16655.jpg
19.8984375	0.0	stim_test	16592	5094	79	16592.jpg
20.10546875	0.0	stim_test	16594	5147	80	16594.jpg
20.29296875	0.0	stim_test	16599	5195	81	16599.jpg
20.4921875	0.0	stim_test	16730	5246	82	16730.jpg
20.6953125	0.0	stim_test	16596	5298	83	16596.jpg
21.67578125	0.0	behav	3	5549	84	n/a
22.0078125	0.0	stim_test	16713	5634	85	16713.jpg
22.2109375	0.0	stim_test	16644	5686	86	16644.jpg
22.4140625	0.0	stim_test	16729	5738	87	16729.jpg
22.6171875	0.0	stim_test	16609	5790	88	16609.jpg
