onset	duration	trial_type	value	sample	stim_file
1.296875	0.0	stim_test,16551,-1,1	1	332	16551.jpg
1.5	0.0	stim_test,16734,-1,2	2	384	16734.jpg
1.703125	0.0	stim_test,16591,-1,3	3	436	16591.jpg
1.90625	0.0	stim_test,16688,-1,4	4	488	16688.jpg
2.09375	0.0	stim_test,16691,-1,5	5	536	16691.jpg
2.296875	0.0	stim_test,16601,-1,6	6	588	16601.jpg
2.5	0.0	stim_test,16544,-1,7	7	640	16544.jpg
2.703125	0.0	stim_test,16577,-1,8	8	692	16577.jpg
2.90625	0.0	stim_test,16646,-1,9	9	744	16646.jpg
3.09375	0.0	stim_test,16681,-1,10	10	792	16681.jpg
3.296875	0.0	stim_test,16719,-1,11	11	844	16719.jpg
3.5	0.0	stim_test,16649,-1,12	12	896	16649.jpg
3.703125	0.0	stim_test,16685,-1,13	13	948	16685.jpg
3.90625	0.0	stim_test,16583,-1,14	14	1000	16583.jpg
4.109375	0.0	stim_test,16674,-1,15	15	1052	16674.jpg
4.296875	0.0	stim_test,16560,-1,16	16	1100	16560.jpg
4.5	0.0	stim_test,16726,-1,17	17	1152	16726.jpg
4.703125	0.0	stim_test,16662,-1,18	18	1204	16662.jpg
4.90625	0.0	stim_test,16659,-1,19	19	1256	16659.jpg
5.109375	0.0	stim_test,16653,-1,20	20	1308	16653.jpg
6.3515625	0.0	behav,3,-1,21	21	1626	n/a
6.703125	0.0	stim_test,16568,-1,22	22	1716	16568.jpg
6.90625	0.0	stim_test,16670,-1,23	23	1768	16670.jpg
7.109375	0.0	stim_test,16594,-1,24	24	1820	16594.jpg
7.3125	0.0	stim_test,16666,-1,25	25	1872	16666.jpg
7.5	0.0	stim_test,16606,-1,26	26	1920	16606.jpg
7.703125	0.0	stim_test,16682,-1,27	27	1972	16682.jpg
7.90625	0.0	stim_test,16565,-1,28	28	2024	16565.jpg
8.109375	0.0	stim_test,16638,-1,29	29	2076	16638.jpg
8.3125	0.0	stim_test,16641,-1,30	30	2128	16641.jpg
8.5	0.0	stim_test,16600,-1,31	31	2176	16600.jpg
8.703125	0.0	stim_test,16617,-1,32	32	2228	16617.jpg
8.90625	0.0	stim_test,16721,-1,33	33	2280	16721.jpg
9.109375	0.0	stim_test,16686,-1,34	34	2332	16686.jpg
9.3125	0.0	stim_test,16563,-1,35	35	2384	16563.jpg
9.5	0.0	stim_test,16621,-1,36	36	2432	16621.jpg
9.703125	0.0	stim_test,16558,-1,37	37	2484	16558.jpg
9.90625	0.0	stim_test,16546,-1,38	38	2536	16546.jpg
10.109375	0.0	stim_test,16720,-1,39	39	2588	16720.jpg
