onset	duration	trial_type	value	sample	marker_index	stim_file
0.95703125	0.0	stim_train	10648	245	1	10648.jpg
1.16015625	0.0	stim_train	3382	297	2	03382.jpg
1.36328125	0.0	stim_train	15401	349	3	15401.jpg
1.55078125	0.0	stim_train	10861	397	4	10861.jpg
1.75390625	0.0	stim_train	4884	449	5	04884.jpg
1.95703125	0.0	stim_train	10727	501	6	10727.jpg
2.16015625	0.0	stim_train	15902	553	7	15902.jpg
2.36328125	0.0	stim_train	1769	605	8	01769.jpg
2.55078125	0.0	stim_train	8563	653	9	08563.jpg
2.75390625	0.0	stim_train	9658	705	10	09658.jpg
2.95703125	0.0	stim_train	14693	757	11	14693.jpg
3.16015625	0.0	stim_train	3556	809	12	03556.jpg
3.36328125	0.0	stim_train	13089	861	13	13089.jpg
3.56640625	0.0	stim_train	9880	913	14	09880.jpg
3.75390625	0.0	stim_train	15255	961	15	15255.jpg
3.95703125	0.0	stim_train	11475	1013	16	11475.jpg
4.16015625	0.0	stim_train	3467	1065	17	03467.jpg
4.36328125	0.0	stim_train	11602	1117	18	11602.jpg
4.56640625	0.0	stim_train	11841	1169	19	11841.jpg
4.75390625	0.0	stim_train	11599	1217	20	11599.jpg
6.1171875	0.0	behav	3	1566	21	n/a
6.45703125	0.0	stim_train	4173	1653	22	04173.jpg
6.66015625	0.0	stim_train	6349	1705	23	06349.jpg
6.86328125	0.0	stim_train	4408	1757	24	04408.jpg
7.06640625	0.0	stim_train	14100	1809	25	14100.jpg
7.26953125	0.0	stim_train	3542	1861	26	03542.jpg
7.45703125	0.0	stim_train	15806	1909	27	15806.jpg
7.66015625	0.0	stim_train	10981	1961	28	10981.jpg
7.86328125	0.0	stim_train	9832	2013	29	09832.jpg
8.06640625	0.0	stim_train	12208	2065	30	12208.jpg
8.26953125	0.0	stim_train	10434	2117	31	10434.jpg
8.45703125	0.0	stim_train	4576	2165	32	04576.jpg
8.66015625	0.0	stim_train	2486	2217	33	02486.jpg
8.86328125	0.0	stim_train	4725	2269	34	04725.jpg
9.06640625	0.0	stim_train	1324	2321	35	01324.jpg
9.26953125	0.0	stim_train	5681	2373	36	05681.jpg
9.47265625	0.0	stim_train	2218	2425	37	02218.jpg
9.66015625	0.0	stim_train	2003	2473	38	02003.jpg
9.86328125	0.0	stim_train	1631	2525	39	01631.jpg
10.06640625	0.0	stim_train	13616	2577	40	13616.jpg
10.26953125	0.0	stim_train	2247	2629	41	02247.jpg
11.65234375	0.0	behav	3	2983	42	n/a
12.00390625	0.0	stim_train	14896	3073	43	14896.jpg
12.20703125	0.0	stim_train	10725	3125	44	10725.jpg
12.39453125	0.0	stim_train	4711	3173	45	04711.jpg
12.59765625	0.0	stim_train	2872	3225	46	02872.jpg
12.80078125	0.0	stim_train	2942	3277	47	02942.jpg
13.00390625	0.0	stim_train	9077	3329	48	09077.jpg
13.20703125	0.0	stim_train	7088	3381	49	07088.jpg
13.41015625	0.0	stim_train	4492	3433	50	04492.jpg
13.59765625	0.0	stim_train	8023	3481	51	08023.jpg
13.80078125	0.0	stim_train	2019	3533	52	02019.jpg
14.00390625	0.0	stim_train	4600	3585	53	04600.jpg
14.20703125	0.0	stim_train	8623	3637	54	08623.jpg
14.41015625	0.0	stim_train	10510	3689	55	10510.jpg
14.59765625	0.0	stim_train	9256	3737	56	09256.jpg
14.80078125	0.0	stim_train	794	3789	57	00794.jpg
15.00390625	0.0	stim_train	13845	3841	58	13845.jpg
