filename	acq_time
eeg/sub-11_ses-01_task-images_run-01_eeg.edf	2025-03-21T14:21:00.000000Z
eeg/sub-11_ses-01_task-images_run-02_eeg.edf	2025-03-21T14:28:04.000000Z
eeg/sub-11_ses-01_task-images_run-03_eeg.edf	2025-03-21T14:34:30.000000Z
eeg/sub-11_ses-01_task-images_run-04_eeg.edf	2025-03-21T14:41:22.000000Z
eeg/sub-11_ses-01_task-images_run-05_eeg.edf	2025-03-21T14:47:31.000000Z
eeg/sub-11_ses-01_task-images_run-06_eeg.edf	2025-03-21T14:54:22.000000Z
eeg/sub-11_ses-01_task-images_run-07_eeg.edf	2025-03-21T15:00:57.000000Z
eeg/sub-11_ses-01_task-images_run-08_eeg.edf	2025-03-21T15:06:43.000000Z
eeg/sub-11_ses-01_task-images_run-09_eeg.edf	2025-03-21T15:15:34.000000Z
eeg/sub-11_ses-01_task-images_run-10_eeg.edf	2025-03-21T15:24:11.000000Z
eeg/sub-11_ses-01_task-images_run-11_eeg.edf	2025-03-21T15:31:03.000000Z
eeg/sub-11_ses-01_task-images_run-12_eeg.edf	2025-03-21T15:38:00.000000Z
eeg/sub-11_ses-01_task-images_run-13_eeg.edf	2025-03-21T15:44:49.000000Z
eeg/sub-11_ses-01_task-images_run-14_eeg.edf	2025-03-21T15:51:34.000000Z
eeg/sub-11_ses-01_task-images_run-15_eeg.edf	2025-03-21T15:58:01.000000Z
eeg/sub-11_ses-01_task-images_run-16_eeg.edf	2025-03-21T16:05:43.000000Z
eeg/sub-11_ses-01_task-images_run-17_eeg.edf	2025-03-21T16:11:27.000000Z
eeg/sub-11_ses-01_task-images_run-18_eeg.edf	2025-03-21T16:18:09.000000Z
eeg/sub-11_ses-01_task-images_run-19_eeg.edf	2025-03-21T16:24:07.000000Z
