onset	duration	trial_type	value	sample	marker_index	stim_file
0.953125	0.0	stim_train	5245	244	1	05245.jpg
1.15625	0.0	stim_train	725	296	2	00725.jpg
1.359375	0.0	stim_train	4074	348	3	04074.jpg
1.5625	0.0	stim_train	1999	400	4	01999.jpg
1.75	0.0	stim_train	13293	448	5	13293.jpg
1.953125	0.0	stim_train	634	500	6	00634.jpg
2.15625	0.0	stim_train	13555	552	7	13555.jpg
2.359375	0.0	stim_train	9614	604	8	09614.jpg
2.5625	0.0	stim_train	5584	656	9	05584.jpg
2.75	0.0	stim_train	4827	704	10	04827.jpg
2.953125	0.0	stim_train	5130	756	11	05130.jpg
3.15625	0.0	stim_train	13462	808	12	13462.jpg
3.359375	0.0	stim_train	1695	860	13	01695.jpg
3.5625	0.0	stim_train	4191	912	14	04191.jpg
3.765625	0.0	stim_train	5056	964	15	05056.jpg
3.953125	0.0	stim_train	12134	1012	16	12134.jpg
4.15625	0.0	stim_train	2424	1064	17	02424.jpg
4.359375	0.0	stim_train	9451	1116	18	09451.jpg
4.5625	0.0	stim_train	15841	1168	19	15841.jpg
4.765625	0.0	stim_train	12723	1220	20	12723.jpg
5.859375	0.0	behav	3	1500	21	n/a
6.203125	0.0	stim_train	15869	1588	22	15869.jpg
6.40625	0.0	stim_train	13134	1640	23	13134.jpg
6.609375	0.0	stim_train	1482	1692	24	01482.jpg
6.8125	0.0	stim_train	5151	1744	25	05151.jpg
7.015625	0.0	stim_train	12769	1796	26	12769.jpg
7.21875	0.0	stim_train	13522	1848	27	13522.jpg
7.40625	0.0	stim_train	8330	1896	28	08330.jpg
7.609375	0.0	stim_train	2565	1948	29	02565.jpg
7.8125	0.0	stim_train	11463	2000	30	11463.jpg
8.015625	0.0	stim_train	6885	2052	31	06885.jpg
8.21875	0.0	stim_train	13580	2104	32	13580.jpg
8.40625	0.0	stim_train	6839	2152	33	06839.jpg
8.609375	0.0	stim_train	9427	2204	34	09427.jpg
8.8125	0.0	stim_train	3420	2256	35	03420.jpg
9.015625	0.0	stim_train	14087	2308	36	14087.jpg
9.21875	0.0	stim_train	8764	2360	37	08764.jpg
9.40625	0.0	stim_train	12354	2408	38	12354.jpg
9.609375	0.0	stim_train	12937	2460	39	12937.jpg
9.8125	0.0	stim_train	4598	2512	40	04598.jpg
10.015625	0.0	stim_train	14520	2564	41	14520.jpg
11.15625	0.0	behav	3	2856	42	n/a
11.5	0.0	stim_train	7707	2944	43	07707.jpg
11.703125	0.0	stim_train	3135	2996	44	03135.jpg
11.90625	0.0	stim_train	2890	3048	45	02890.jpg
12.09375	0.0	stim_train	12513	3096	46	12513.jpg
12.296875	0.0	stim_train	12188	3148	47	12188.jpg
12.5	0.0	stim_train	11083	3200	48	11083.jpg
12.703125	0.0	stim_train	5154	3252	49	05154.jpg
12.90625	0.0	stim_train	4921	3304	50	04921.jpg
13.109375	0.0	stim_train	14604	3356	51	14604.jpg
13.296875	0.0	stim_train	1254	3404	52	01254.jpg
13.5	0.0	stim_train	15793	3456	53	15793.jpg
13.703125	0.0	stim_train	12363	3508	54	12363.jpg
13.90625	0.0	stim_train	4169	3560	55	04169.jpg
14.109375	0.0	stim_train	10892	3612	56	10892.jpg
14.296875	0.0	stim_train	15770	3660	57	15770.jpg
14.5	0.0	stim_train	11897	3712	58	11897.jpg
14.703125	0.0	stim_train	7872	3764	59	07872.jpg
14.90625	0.0	stim_train	3374	3816	60	03374.jpg
15.109375	0.0	stim_train	8208	3868	61	08208.jpg
15.296875	0.0	stim_train	5493	3916	62	05493.jpg
16.671875	0.0	behav	3	4268	63	n/a
16.984375	0.0	stim_train	698	4348	64	00698.jpg
17.1875	0.0	stim_train	3093	4400	65	03093.jpg
17.390625	0.0	stim_train	15318	4452	66	15318.jpg
17.59375	0.0	stim_train	15345	4504	67	15345.jpg
17.796875	0.0	stim_train	4811	4556	68	04811.jpg
17.984375	0.0	stim_train	7340	4604	69	07340.jpg
18.1875	0.0	stim_train	8772	4656	70	08772.jpg
18.390625	0.0	stim_train	800	4708	71	00800.jpg
18.59375	0.0	stim_train	4850	4760	72	04850.jpg
18.796875	0.0	stim_train	1237	4812	73	01237.jpg
18.984375	0.0	stim_train	3500	4860	74	03500.jpg
19.1875	0.0	stim_train	1996	4912	75	01996.jpg
19.390625	0.0	stim_train	900	4964	76	00900.jpg
19.59375	0.0	stim_train	8114	5016	77	08114.jpg
19.796875	0.0	stim_train	10587	5068	78	10587.jpg
19.984375	0.0	stim_train	6646	5116	79	06646.jpg
20.1875	0.0	stim_train	15938	5168	80	15938.jpg
20.390625	0.0	stim_train	16205	5220	81	16205.jpg
20.59375	0.0	stim_train	5908	5272	82	05908.jpg
20.796875	0.0	stim_train	11209	5324	83	11209.jpg
21.87890625	0.0	behav	3	5601	84	n/a
22.234375	0.0	stim_train	6252	5692	85	06252.jpg
22.421875	0.0	stim_train	15877	5740	86	15877.jpg
22.625	0.0	stim_train	10126	5792	87	10126.jpg
22.828125	0.0	stim_train	13875	5844	88	13875.jpg
23.03125	0.0	stim_train	12432	5896	89	12432.jpg
23.234375	0.0	stim_train	10723	5948	90	10723.jpg
23.421875	0.0	stim_train	10674	5996	91	10674.jpg
23.625	0.0	stim_train	6089	6048	92	06089.jpg
23.828125	0.0	stim_train	14638	6100	93	14638.jpg
24.03125	0.0	stim_train	3913	6152	94	03913.jpg
24.234375	0.0	stim_train	5733	6204	95	05733.jpg
24.421875	0.0	stim_train	4179	6252	96	04179.jpg
24.625	0.0	stim_train	10828	6304	97	10828.jpg
24.828125	0.0	stim_train	15381	6356	98	15381.jpg
25.03125	0.0	stim_train	14186	6408	99	14186.jpg
25.234375	0.0	stim_train	2939	6460	100	02939.jpg
25.4375	0.0	stim_train	9871	6512	377	09871.jpg
25.625	0.0	stim_train	1132	6560	378	01132.jpg
25.828125	0.0	stim_train	9968	6612	379	09968.jpg
26.03125	0.0	stim_train	4130	6664	380	04130.jpg
27.0859375	0.0	behav	3	6934	381	n/a
27.4375	0.0	stim_train	1672	7024	382	01672.jpg
27.640625	0.0	stim_train	2454	7076	383	02454.jpg
27.828125	0.0	stim_train	11143	7124	384	11143.jpg
28.03125	0.0	stim_train	9880	7176	385	09880.jpg
28.234375	0.0	stim_train	475	7228	386	00475.jpg
28.4375	0.0	stim_train	7132	7280	387	07132.jpg
28.640625	0.0	stim_train	5689	7332	388	05689.jpg
28.828125	0.0	stim_train	12950	7380	389	12950.jpg
29.02734375	0.0	stim_train	4762	7431	390	04762.jpg
29.23046875	0.0	stim_train	904	7483	391	00904.jpg
29.43359375	0.0	stim_train	4519	7535	392	04519.jpg
29.63671875	0.0	stim_train	7597	7587	393	07597.jpg
29.83984375	0.0	stim_train	7524	7639	394	07524.jpg
30.02734375	0.0	stim_train	13194	7687	395	13194.jpg
30.23046875	0.0	stim_train	3043	7739	396	03043.jpg
30.43359375	0.0	stim_train	325	7791	397	00325.jpg
30.63671875	0.0	stim_train	6143	7843	398	06143.jpg
30.83984375	0.0	stim_train	7122	7895	399	07122.jpg
31.02734375	0.0	stim_train	12655	7943	400	12655.jpg
31.23046875	0.0	stim_train	14033	7995	401	14033.jpg
32.32421875	0.0	behav	3	8275	402	n/a
32.68359375	0.0	stim_train	15434	8367	403	15434.jpg
32.88671875	0.0	stim_train	13935	8419	404	13935.jpg
33.08984375	0.0	stim_train	2931	8471	405	02931.jpg
33.29296875	0.0	stim_train	10132	8523	406	10132.jpg
33.48046875	0.0	stim_train	7287	8571	407	07287.jpg
33.68359375	0.0	stim_train	10243	8623	408	10243.jpg
33.88671875	0.0	stim_train	10408	8675	409	10408.jpg
34.08984375	0.0	stim_train	8806	8727	410	08806.jpg
34.29296875	0.0	stim_train	4613	8779	411	04613.jpg
34.48046875	0.0	stim_train	11486	8827	412	11486.jpg
34.68359375	0.0	stim_train	5332	8879	413	05332.jpg
34.88671875	0.0	stim_train	466	8931	414	00466.jpg
35.08984375	0.0	stim_train	10201	8983	415	10201.jpg
35.29296875	0.0	stim_train	4677	9035	416	04677.jpg
35.48046875	0.0	stim_train	2111	9083	417	02111.jpg
35.68359375	0.0	stim_train	4662	9135	418	04662.jpg
35.88671875	0.0	stim_train	7472	9187	419	07472.jpg
36.08984375	0.0	stim_train	12150	9239	420	12150.jpg
36.29296875	0.0	stim_train	2282	9291	421	02282.jpg
36.49609375	0.0	stim_train	8524	9343	422	08524.jpg
37.63671875	0.0	behav	3	9635	423	n/a
37.99609375	0.0	stim_train	1463	9727	424	01463.jpg
38.18359375	0.0	stim_train	14529	9775	425	14529.jpg
38.38671875	0.0	stim_train	6788	9827	426	06788.jpg
38.58984375	0.0	stim_train	6305	9879	427	06305.jpg
