onset	duration	trial_type	value	sample	marker_index	stim_file
0.94140625	0.0	stim_train	12577	241	1	12577.jpg
1.12890625	0.0	stim_train	7767	289	2	07767.jpg
1.33203125	0.0	stim_train	12723	341	3	12723.jpg
1.53515625	0.0	stim_train	2847	393	4	02847.jpg
1.73828125	0.0	stim_train	2346	445	5	02346.jpg
1.94140625	0.0	stim_train	13328	497	6	13328.jpg
2.14453125	0.0	stim_train	10883	549	7	10883.jpg
2.33203125	0.0	stim_train	8294	597	8	08294.jpg
2.53515625	0.0	stim_train	3526	649	9	03526.jpg
2.73828125	0.0	stim_train	583	701	10	00583.jpg
2.94140625	0.0	stim_train	7668	753	11	07668.jpg
3.14453125	0.0	stim_train	8172	805	12	08172.jpg
3.3359375	0.0	stim_train	15976	854	13	15976.jpg
3.53515625	0.0	stim_train	15354	905	14	15354.jpg
3.73828125	0.0	stim_train	9042	957	15	09042.jpg
3.94140625	0.0	stim_train	1536	1009	16	01536.jpg
4.14453125	0.0	stim_train	13032	1061	17	13032.jpg
4.34765625	0.0	stim_train	2117	1113	18	02117.jpg
4.5390625	0.0	stim_train	12364	1162	19	12364.jpg
4.73828125	0.0	stim_train	1100	1213	20	01100.jpg
6.09375	0.0	behav	3	1560	21	n/a
6.4609375	0.0	stim_train	4367	1654	22	04367.jpg
6.6640625	0.0	stim_train	4684	1706	23	04684.jpg
6.8671875	0.0	stim_train	8580	1758	24	08580.jpg
7.0703125	0.0	stim_train	10669	1810	25	10669.jpg
7.25390625	0.0	stim_train	10773	1857	26	10773.jpg
7.4609375	0.0	stim_train	16174	1910	27	16174.jpg
7.6640625	0.0	stim_train	7349	1962	28	07349.jpg
7.8671875	0.0	stim_train	15111	2014	29	15111.jpg
8.0703125	0.0	stim_train	14768	2066	30	14768.jpg
8.25390625	0.0	stim_train	589	2113	31	00589.jpg
8.4609375	0.0	stim_train	10173	2166	32	10173.jpg
8.6640625	0.0	stim_train	3134	2218	33	03134.jpg
8.8671875	0.0	stim_train	6967	2270	34	06967.jpg
9.0703125	0.0	stim_train	13313	2322	35	13313.jpg
9.25390625	0.0	stim_train	12745	2369	36	12745.jpg
9.4609375	0.0	stim_train	2258	2422	37	02258.jpg
9.6640625	0.0	stim_train	5	2474	38	00005.jpg
9.8671875	0.0	stim_train	788	2526	39	00788.jpg
10.0703125	0.0	stim_train	5891	2578	40	05891.jpg
10.2734375	0.0	stim_train	15753	2630	41	15753.jpg
11.57421875	0.0	behav	3	2963	42	n/a
11.9140625	0.0	stim_train	13042	3050	43	13042.jpg
12.1171875	0.0	stim_train	52	3102	44	00052.jpg
