onset	duration	trial_type	value	sample	marker_index	stim_file
0.5078125	0.0	stim_train	8195	130	1	08195.jpg
0.7109375	0.0	stim_train	13300	182	2	13300.jpg
0.9140625	0.0	stim_train	2832	234	3	02832.jpg
1.1015625	0.0	stim_train	11996	282	4	11996.jpg
1.3046875	0.0	stim_train	6614	334	5	06614.jpg
1.5078125	0.0	stim_train	8566	386	6	08566.jpg
1.7109375	0.0	stim_train	11133	438	7	11133.jpg
1.9140625	0.0	stim_train	14434	490	8	14434.jpg
2.1015625	0.0	stim_train	3816	538	9	03816.jpg
2.3046875	0.0	stim_train	13995	590	10	13995.jpg
2.5078125	0.0	stim_train	11432	642	11	11432.jpg
2.7109375	0.0	stim_train	4647	694	12	04647.jpg
2.9140625	0.0	stim_train	15440	746	13	15440.jpg
3.1015625	0.0	stim_train	357	794	14	00357.jpg
3.3046875	0.0	stim_train	16502	846	15	16502.jpg
3.5078125	0.0	stim_train	14771	898	16	14771.jpg
3.7109375	0.0	stim_train	6951	950	17	06951.jpg
3.9140625	0.0	stim_train	841	1002	18	00841.jpg
4.1171875	0.0	stim_train	14649	1054	19	14649.jpg
4.3046875	0.0	stim_train	14071	1102	20	14071.jpg
5.59375	0.0	behav	3	1432	21	n/a
5.9609375	0.0	stim_train	5247	1526	22	05247.jpg
6.1640625	0.0	stim_train	4442	1578	23	04442.jpg
6.3671875	0.0	stim_train	6199	1630	24	06199.jpg
6.5703125	0.0	stim_train	9775	1682	25	09775.jpg
6.7578125	0.0	stim_train	8688	1730	26	08688.jpg
6.9609375	0.0	stim_train	6729	1782	27	06729.jpg
7.1640625	0.0	stim_train	2403	1834	28	02403.jpg
7.3671875	0.0	stim_train	382	1886	29	00382.jpg
7.5703125	0.0	stim_train	15633	1938	30	15633.jpg
7.7578125	0.0	stim_train	14773	1986	31	14773.jpg
7.9609375	0.0	stim_train	8299	2038	32	08299.jpg
8.1640625	0.0	stim_train	13560	2090	33	13560.jpg
8.3671875	0.0	stim_train	7765	2142	34	07765.jpg
8.5703125	0.0	stim_train	2543	2194	35	02543.jpg
8.7578125	0.0	stim_train	5780	2242	36	05780.jpg
8.9609375	0.0	stim_train	12981	2294	37	12981.jpg
9.1640625	0.0	stim_train	4373	2346	38	04373.jpg
9.3671875	0.0	stim_train	13050	2398	39	13050.jpg
9.5703125	0.0	stim_train	3865	2450	40	03865.jpg
9.7734375	0.0	stim_train	10765	2502	41	10765.jpg
11.0625	0.0	behav	3	2832	42	n/a
11.4140625	0.0	stim_train	9238	2922	43	09238.jpg
11.6171875	0.0	stim_train	2811	2974	44	02811.jpg
11.8203125	0.0	stim_train	10063	3026	45	10063.jpg
12.0234375	0.0	stim_train	9535	3078	46	09535.jpg
12.2109375	0.0	stim_train	1829	3126	47	01829.jpg
12.4140625	0.0	stim_train	1030	3178	48	01030.jpg
12.6171875	0.0	stim_train	1149	3230	49	01149.jpg
12.8203125	0.0	stim_train	1609	3282	50	01609.jpg
13.0234375	0.0	stim_train	10166	3334	51	10166.jpg
13.2265625	0.0	stim_train	15126	3386	52	15126.jpg
13.4140625	0.0	stim_train	11309	3434	53	11309.jpg
13.6171875	0.0	stim_train	5750	3486	54	05750.jpg
13.8203125	0.0	stim_train	5863	3538	55	05863.jpg
14.0234375	0.0	stim_train	5564	3590	56	05564.jpg
14.2265625	0.0	stim_train	10169	3642	57	10169.jpg
14.4140625	0.0	stim_train	11099	3690	58	11099.jpg
14.6171875	0.0	stim_train	10933	3742	59	10933.jpg
14.8203125	0.0	stim_train	8430	3794	60	08430.jpg
15.0234375	0.0	stim_train	15856	3846	61	15856.jpg
15.2265625	0.0	stim_train	837	3898	62	00837.jpg
16.46484375	0.0	behav	3	4215	63	n/a
16.8203125	0.0	stim_train	14320	4306	64	14320.jpg
17.0234375	0.0	stim_train	15091	4358	65	15091.jpg
17.2265625	0.0	stim_train	4115	4410	66	04115.jpg
17.43359375	0.0	stim_train	15876	4463	67	15876.jpg
17.62109375	0.0	stim_train	14961	4511	68	14961.jpg
17.8203125	0.0	stim_train	3122	4562	69	03122.jpg
18.01953125	0.0	stim_train	9594	4613	70	09594.jpg
18.22265625	0.0	stim_train	5918	4665	71	05918.jpg
18.4296875	0.0	stim_train	11564	4718	72	11564.jpg
18.6171875	0.0	stim_train	4509	4766	73	04509.jpg
18.8203125	0.0	stim_train	9263	4818	74	09263.jpg
19.0234375	0.0	stim_train	5354	4870	75	05354.jpg
19.22265625	0.0	stim_train	16017	4921	76	16017.jpg
19.4296875	0.0	stim_train	7708	4974	77	07708.jpg
19.6328125	0.0	stim_train	10153	5026	78	10153.jpg
19.8203125	0.0	stim_train	8301	5074	79	08301.jpg
20.0234375	0.0	stim_train	14696	5126	80	14696.jpg
20.2265625	0.0	stim_train	14238	5178	81	14238.jpg
20.4296875	0.0	stim_train	13774	5230	82	13774.jpg
20.6328125	0.0	stim_train	8577	5282	83	08577.jpg
22.0625	0.0	behav	3	5648	84	n/a
22.4296875	0.0	stim_train	11890	5742	85	11890.jpg
22.6328125	0.0	stim_train	7915	5794	86	07915.jpg
22.8359375	0.0	stim_train	11660	5846	87	11660.jpg
23.0234375	0.0	stim_train	8680	5894	88	08680.jpg
23.2265625	0.0	stim_train	4223	5946	89	04223.jpg
23.4296875	0.0	stim_train	15225	5998	90	15225.jpg
23.6328125	0.0	stim_train	804	6050	91	00804.jpg
23.8359375	0.0	stim_train	14756	6102	92	14756.jpg
24.0234375	0.0	stim_train	5158	6150	93	05158.jpg
24.2265625	0.0	stim_train	11280	6202	94	11280.jpg
24.4296875	0.0	stim_train	14912	6254	95	14912.jpg
24.6328125	0.0	stim_train	11919	6306	96	11919.jpg
24.8359375	0.0	stim_train	12821	6358	97	12821.jpg
25.0390625	0.0	stim_train	3822	6410	98	03822.jpg
25.2265625	0.0	stim_train	4772	6458	99	04772.jpg
25.4296875	0.0	stim_train	12369	6510	100	12369.jpg
